fakeID,b_specialisation_i,b_specialisation_h,b_specialisation_g,b_specialisation_f,b_specialisation_e,b_specialisation_d,b_specialisation_c,b_specialisation_b,b_specialisation_a,b_specialisation_j,q_OpeningDays,q_OpeningHours,q_2017 Average Household Size,q_2017 Total Households,q_2017 HHs: 5th Quintile (68.759 and above),q_5th Quint by Total HH,q_2017 Purchasing Power: Per Capita,q_2017 Total Population,"q_2017 Pop 15+/Edu: University, Fachhochschule",q_Uni by Total Pop,q_2017 Personal Care: Per Capita,q_2017 Medical Products: Per Capita,q_2017 Personal Effects: Per Capita,b_in_kontakt_gewesen,b_gekauft_gesamt
182_2497,1,1,0,0,1,0,0,0,0,0,4,23,2.1,1031821,189800,0.183946634,23580,2168262,307370,0.141758699,591.13,324.24,233.9,0,0
180_5633,0,0,0,0,0,0,0,0,0,0,5,26,2.4,20439,4395,0.21503009,22277.03,49752,3107,0.062449751,552.4,311.45,229.38,0,0
180_5577,1,0,0,1,1,0,0,0,1,1,0,0,2.2,81969,13723,0.16741695,22518.93,177255,17328,0.097757468,568.68,344.34,231.59,0,0
180_2455,1,0,1,1,1,0,0,0,1,1,0,0,2.1,714712,128551,0.179864057,23367.75,1504479,199447,0.132568816,588.21,325.03,232.49,0,0
18_954,0,0,0,0,0,0,0,0,0,0,3,12,2.4,142063,35464,0.249635725,23994.58,336157,23821,0.070862722,579.24,323.82,248.4,0,0
18_795,0,0,0,0,0,0,0,0,0,0,5,20,2.2,137473,30039,0.218508362,24753.03,301247,35890,0.119138116,595.37,344.67,253.27,0,0
18_736,0,0,0,0,0,0,0,0,0,0,4,16,2.2,67131,10435,0.155442344,21702.09,146848,10881,0.074097025,560.52,330.72,222.88,0,0
18_298,0,0,0,0,0,0,0,0,0,0,4,23,2.1,198783,33695,0.169506447,23271.96,411165,57540,0.139943818,586,324.83,225.81,0,0
18_2443,0,0,0,0,0,0,0,0,0,0,0,0,2.3,157558,34969,0.221943665,24187.97,359052,29142,0.081163731,583.57,342.73,252.86,0,0
179_5630,0,0,1,0,0,0,0,0,0,0,4,19.5,2.4,14420,2805,0.194521498,22026.28,34196,1780,0.052052872,550.25,316.14,225.33,0,0
179_2911,1,0,1,1,0,0,0,0,1,0,0,0,2.3,246972,50311,0.203711352,23536.63,556019,40818,0.07341116,579.85,325.78,239.6,0,0
178_5570,0,0,0,0,0,0,0,0,0,0,5,20,2.2,128807,27844,0.216168376,24870.95,279403,34427,0.123216286,598.26,347.03,254.13,0,0
178_2408,0,0,0,0,0,0,0,0,0,0,5,20,2.5,39917,7728,0.193601724,21004.84,100075,3881,0.038780914,522.3,309.5,216.19,0,0
177_4958,1,0,0,0,1,0,0,0,0,0,5,32,2.2,149527,30305,0.202672427,23885.6,326831,40308,0.123329794,585.5,325.82,238.17,0,0
177_2424,1,1,0,0,1,0,0,0,0,0,4,18,2.3,63552,14976,0.235649547,24246.2,149095,9439,0.063308629,575.08,346.79,254.91,0,0
177_1150,0,1,1,0,1,0,0,0,0,0,4,24,2.1,1030773,191753,0.18602835,23705.98,2161302,322357,0.149149448,593.02,326.05,235.34,0,0
176_5529,0,0,0,0,0,0,0,0,0,0,5,27.5,2.1,89109,15281,0.171486606,23190.56,187997,20741,0.110326229,582.86,350.34,238.81,0,0
176_4950,1,1,0,1,1,0,0,0,0,0,5,36,2.4,51363,10471,0.203862703,22444.69,120954,7027,0.058096466,558.36,312.7,229.37,0,0
175_2821,0,0,0,0,0,0,0,0,0,0,0,0,2.4,178429,37668,0.211109181,22880.94,422749,25079,0.059323618,564.35,318.64,235.74,0,0
174_8830,0,0,0,0,0,0,0,0,0,1,0,0,2.4,137585,34624,0.25165534,23984.97,326884,23202,0.070979308,578.61,322.7,248.24,0,0
174_5489,0,0,0,0,0,0,0,0,0,1,0,0,2.2,137229,29988,0.218525239,24769.17,300475,35925,0.119560696,595.69,344.83,253.41,0,0
174_2817,0,0,0,0,0,0,0,0,0,0,5,20,2.3,21394,3366,0.157333832,21400.04,48787,2269,0.046508291,549.7,325.95,219.72,0,0
173_5442,0,1,0,0,0,0,0,0,0,0,4,25,2.1,132986,21624,0.162603582,22678.45,281462,27861,0.098986719,577.51,343.2,232.85,0,0
173_2809,0,0,0,1,1,0,0,0,0,0,5,24,2.5,38128,9036,0.236991188,22476.12,96125,5691,0.059204161,545.37,308.68,232.06,0,0
173_2377,0,0,0,0,0,0,0,0,0,0,5,20,2.3,155405,32486,0.209040893,23459.06,350339,44321,0.126508896,570.72,318.42,232.41,0,0
173_2283,0,0,0,0,0,0,0,0,0,0,4,24,2.6,76526,18043,0.235776076,22123.84,197858,9911,0.05009148,540.02,306.44,229.15,0,0
173_1134,0,1,1,0,1,0,0,0,0,0,5,36,2.1,1041870,191819,0.184110302,23612.29,2184565,320235,0.146589825,592.09,325.72,234.48,0,0
172_5415,1,0,1,1,1,0,0,0,1,0,4,22,2.1,100135,16053,0.160313577,22476.68,212458,19413,0.091373354,574.9,339.89,229.95,0,0
172_2807,0,0,0,0,0,0,0,0,0,0,5,20,2.6,39992,8580,0.214542909,21257.33,102590,4528,0.044136855,527.05,298.86,216.78,0,0
172_2277,0,0,0,0,0,0,0,0,0,0,4,28.5,2.3,123026,28179,0.229049144,24265.96,282767,24466,0.086523534,582.2,342.87,253.45,0,0
171_8696,0,0,0,0,0,0,0,0,0,1,0,0,2.4,128061,32253,0.251856537,23975.58,304439,21659,0.071143973,578.3,322.42,248.04,0,0
171_5435,0,0,0,0,0,0,0,0,0,0,0,0,2.4,121899,26191,0.214858202,22792.4,289199,21714,0.075083247,560.04,315.64,233.05,0,0
171_5337,1,0,0,0,1,0,0,0,0,0,5,23,2.3,36304,5589,0.153949978,20589.5,83961,5452,0.06493491,532.95,326.11,211.78,0,0
171_4811,0,0,0,0,0,0,0,0,0,1,1,2.75,2.3,40067,7572,0.188983453,22260.91,92107,5192,0.056369223,558.74,321.02,228.08,0,0
171_2274,0,1,1,0,1,0,0,0,1,0,4,24,2.1,366249,73602,0.200961641,24110.17,783051,107146,0.136831445,593.04,331.61,242.03,0,0
170_5412,0,0,0,0,0,0,0,0,0,0,5,20,2.2,151032,33618,0.22258859,24656.39,335221,38609,0.115174765,592.19,341.32,252.58,0,0
170_2351,1,0,1,1,0,0,0,0,0,0,5,26,2.5,40831,8244,0.201905415,21169.96,103468,4005,0.03870762,521.92,311.29,218.63,0,0
170_2264,0,0,0,0,0,0,0,0,0,0,4,20,2.4,40207,5919,0.147213172,20185.68,94767,4202,0.044340329,524.95,319.39,206.35,0,0
17_912,0,0,0,0,0,0,0,0,0,0,4,16,2.4,118328,29645,0.250532418,23998.67,280315,20016,0.071405383,578.99,323.16,248.19,0,0
17_698,1,0,1,1,1,0,0,0,1,0,4,16,2.7,8882,1891,0.212902499,20343.49,23713,1148,0.048412263,505.81,299.31,208.82,0,0
17_278,0,0,0,0,0,0,0,0,0,0,5,26,2.7,41502,9114,0.219603875,20352.22,113467,4494,0.039606229,502.56,296.75,210.83,0,0
17_2419,0,0,0,0,0,0,0,0,0,0,0,0,2.4,27479,5337,0.194221042,21640.81,66744,3658,0.054806425,535.86,334.23,227.34,0,0
17_133,0,0,0,0,0,0,0,0,0,0,5,35,2.1,1035377,191800,0.185246533,23610.22,2177902,311204,0.142891645,591.35,324.29,234.3,0,0
169_5355,0,0,0,0,0,0,0,0,0,0,4,20,2.3,160728,36139,0.224845702,24404.34,362583,39240,0.108223496,586.18,336.75,250.01,0,0
169_5328,0,0,0,0,0,0,0,0,0,0,5,39,2.2,77994,13144,0.168525784,22383.15,170390,16092,0.094442162,565.1,342.5,230.48,0,0
168_4773,0,0,0,0,0,0,0,0,0,0,5,29.5,2.2,135151,27083,0.200390674,23905.55,293416,38870,0.13247403,586.48,326.25,237.59,0,0
168_2776,0,0,0,0,0,0,0,0,0,1,0,0,2.4,50212,12911,0.25712977,24673.34,119948,10140,0.084536633,580.1,334.68,255.72,0,0
167_5305,0,0,0,0,0,0,0,0,0,0,5,22.5,2.2,132231,28701,0.217051977,24780.26,288543,34837,0.120734171,596.29,345.43,253.32,0,0
167_2753,0,0,0,0,0,0,0,0,0,0,0,0,2.6,35053,9332,0.26622543,23403.28,89960,5609,0.062349933,556.1,318.55,245.1,0,0
167_2323,1,0,1,1,0,0,0,0,1,0,0,0,2.2,222441,45040,0.202480658,23958.14,480549,70924,0.147589528,586.72,326.35,237.48,0,0
167_2251,0,1,1,0,1,0,0,0,1,0,4,26,2.5,36324,5996,0.165069926,20062.69,89257,3952,0.044276639,516.98,309.34,205.17,0,0
166_5311,0,0,0,0,0,0,0,0,0,0,0,0,2.1,92417,15201,0.164482725,22572.46,197685,19806,0.100189696,571.61,345.17,231.6,0,0
166_2728,0,0,0,0,0,0,0,0,0,0,5,20,2.4,103899,23514,0.226315941,22878.6,253713,16053,0.06327228,557.87,318.86,237.19,0,0
165_5278,0,1,1,0,1,0,0,0,0,0,5,28,2.1,107664,17713,0.164521103,23292.13,221540,25049,0.113067618,589.99,350.8,238.85,0,0
165_4724,1,0,0,1,1,0,0,0,0,0,5,15,2.5,25781,5675,0.220123347,22428.52,63439,2767,0.043616703,550.71,305.97,229.83,0,0
165_2235,0,0,0,0,0,0,0,0,0,0,4,20,2.3,103762,20875,0.20118155,23117.16,237926,17278,0.072619218,567.97,334.27,239.11,0,0
163_5248,0,0,0,0,0,0,0,0,0,0,4,22,2.3,15914,2221,0.139562649,19683.69,37002,1872,0.05059186,522.18,316.62,200.68,0,0
163_4671,1,0,1,1,0,0,0,0,1,0,5,20,2.4,46836,9550,0.203902981,22439.47,110351,6439,0.058350174,558.36,312.01,229.21,0,0
163_2213,0,0,0,0,0,0,0,0,0,0,4,19,2.4,37652,5406,0.14357803,19989.04,88810,3693,0.041583155,522.24,318.53,204.27,0,0
161_2178,1,1,1,1,1,0,0,0,0,0,5,35,2.3,47308,10496,0.221865224,23889.57,109588,6116,0.05580903,574.15,346.85,250.81,0,0
160_4577,0,0,0,0,0,0,0,0,0,0,5,15,2.2,152179,30934,0.203273776,23846.57,333805,41366,0.123922649,584.44,325.5,238,0,0
160_1094,0,0,0,0,0,0,0,0,0,0,3,12,2.1,1093627,207621,0.189846264,23819.87,2303670,334913,0.145382368,593.53,327.74,237.39,0,0
16_699,0,0,0,0,0,0,0,0,0,0,5,22,2.1,92539,15261,0.164914252,22621.71,197648,19976,0.101068566,572.49,345.89,232.18,0,0
16_484,0,0,0,0,0,0,0,0,0,0,5,20.5,2.2,149751,29537,0.197240753,23711.14,326208,38901,0.119252134,584.2,324.42,235.85,0,0
16_2393,0,0,0,0,0,0,0,0,0,0,0,0,2.5,49699,9335,0.187830741,20780.24,124561,5917,0.04750283,520.34,316.21,215.58,0,0
16_191,0,1,1,0,0,0,0,0,0,0,4,28,2.4,86189,17190,0.199445405,22559.78,203233,13098,0.064448195,558.08,324.43,233.07,0,0
16_126,0,1,1,0,1,0,0,0,0,0,4,20,2.1,1049221,196734,0.187504825,23768.29,2200433,327762,0.148953411,593.67,327.41,236.35,0,0
1597_9619,0,0,0,0,0,0,0,0,0,0,1,8,2.1,1027862,190424,0.185262224,23678.9,2154287,320583,0.148811649,592.79,325.75,234.98,0,0
159_8220,0,0,0,0,0,0,0,0,0,0,0,0,2.4,139929,34827,0.248890509,24051.77,329985,23504,0.07122748,580.38,324.96,249.01,0,0
159_2585,1,0,0,1,0,0,0,0,1,0,0,0,2.2,248766,52261,0.21008096,24464.88,543726,48490,0.089180948,594.09,337.39,248.56,0,0
159_2160,0,0,0,0,0,0,0,0,0,0,0,0,2.3,139614,27132,0.194335812,22928.81,318502,22826,0.07166674,568.85,333.69,237.82,0,0
1586_9548,0,0,0,0,0,0,0,0,0,1,4,30.5,2.1,1094205,207820,0.189927847,23823.94,2304889,335281,0.14546514,593.57,327.8,237.45,0,0
158_5209,0,0,0,0,0,0,0,0,0,0,5,19.5,2.2,78204,13186,0.168610301,22653.34,168429,16938,0.10056463,571.23,345.45,233.07,0,0
158_4949,0,0,0,0,0,0,0,0,0,0,0,0,2.2,152123,33897,0.222826266,24637.46,338094,38775,0.11468704,591.75,340.99,252.42,0,0
158_4539,0,0,0,0,0,0,0,0,0,0,5,18,2.2,150892,30633,0.203012751,23851.09,330683,41166,0.124487803,584.62,325.55,237.96,0,0
158_2144,0,1,1,0,1,0,0,0,1,0,4,38.5,2.3,198116,41921,0.211598256,23892.82,447705,36710,0.081995957,581.5,342.61,248.94,0,0
157_5184,0,1,0,0,0,0,0,0,0,0,5,37,2.1,135949,22177,0.163127349,22658.6,288427,28415,0.098517129,576.78,342.88,232.71,0,0
157_4949,0,0,0,0,0,0,0,0,0,1,2,10,2.2,152983,34135,0.223129367,24629.26,340334,38958,0.114469903,591.55,340.95,252.42,0,0
157_2569,0,0,0,0,0,0,0,0,0,0,5,38.5,2.3,21232,3874,0.182460437,22580.4,48153,3150,0.065416485,561.21,346.8,235.45,0,0
157_2211,1,0,0,1,0,0,0,0,0,0,5,29,2.6,44837,11212,0.250061333,22471.48,116537,8325,0.071436539,538.37,317.4,236.09,0,0
157_1048,0,0,0,0,0,0,0,0,0,1,0,0,2.1,1078901,204346,0.189401993,23819.83,2269617,333782,0.147065342,593.78,327.69,237.23,0,0
1564_9435,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1031108,191478,0.185701207,23690.66,2162052,321565,0.14873139,592.84,325.91,235.17,0,0
156_5174,0,0,0,0,0,0,0,0,0,0,5,39,2.5,6946,1116,0.16066801,19171.14,17578,757,0.043065195,502.39,300.48,196.45,0,0
155_4858,0,0,0,0,0,0,0,0,0,0,4,20,2.2,138048,30194,0.218721025,24788.77,302137,36152,0.119654329,596.05,344.99,253.66,0,0
155_4487,1,0,0,0,0,0,0,0,0,0,5,37,2.2,156200,31766,0.203367478,23813.81,343230,41658,0.12137051,583.78,324.96,237.73,0,0
155_2193,0,0,0,0,0,0,0,0,0,0,5,29,2.1,84669,11042,0.130413729,21225.54,178219,9380,0.052631874,558.33,342.61,216.42,0,0
155_2130,0,1,1,0,1,0,0,0,1,1,0,0,2.2,473465,88192,0.186269312,23240.01,1026217,110652,0.107825148,582.54,327.03,234.98,0,0
1540_9305,0,0,0,0,0,0,0,0,0,1,5,50,2.1,1101545,209581,0.190260952,23830.86,2321778,336338,0.144862256,593.54,327.94,237.62,0,0
154_5086,1,1,1,0,1,0,0,0,1,0,5,25.5,2.3,18593,2635,0.141720002,19768.98,43469,2249,0.05173802,521.8,317.79,201.98,0,0
153_4811,0,0,0,0,0,0,0,0,0,1,0,0,2.4,27195,5167,0.189998161,21518.1,65349,3262,0.049916602,541.15,308.86,219.13,0,0
153_2162,0,0,0,0,0,0,0,0,0,0,5,29,2.3,17102,2992,0.174950298,22324.87,38541,2527,0.06556654,559.74,347.49,233.22,0,0
153_2113,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1041917,193214,0.185440875,23620.88,2192190,311864,0.142261392,591.4,324.6,234.51,0,0
153_1028,0,1,0,0,0,0,0,0,0,0,3,18,2.1,1004852,184686,0.18379423,23646.82,2099799,316702,0.150824912,592.92,325.58,234.3,0,0
152_2134,1,0,0,0,0,0,0,0,0,0,5,23,2.6,58172,12720,0.218661899,21061.84,152807,6435,0.042111945,515.99,306.71,218.93,0,0
152_2072,0,0,0,0,0,0,0,0,0,0,0,0,2.3,103291,20908,0.20241841,22981.12,239031,17051,0.071333844,564.46,332.24,237.72,0,0
151_4798,0,0,0,0,0,0,0,0,0,1,5,15,2.4,27280,5176,0.18973607,21512.02,65543,3269,0.049875654,541.1,308.81,219.05,0,0
151_2131,1,0,0,0,1,0,0,0,0,0,5,24,2.6,52794,10902,0.206500739,20832.89,136907,5591,0.040837941,514.59,309.09,216.24,0,0
1500_9113,0,0,0,0,0,0,0,0,0,1,1,8,2.1,1043303,193937,0.185887513,23670.92,2191396,321233,0.146588293,592.26,325.59,235.05,0,0
150_4881,0,1,1,0,0,0,0,0,1,0,5,25,2.1,69623,11390,0.163595364,23021.98,145276,15088,0.103857485,584.71,346.69,235.64,0,0
150_4422,1,0,0,1,1,0,0,0,0,0,5,25,2.2,150024,30558,0.20368741,23865.23,329026,41186,0.125175518,584.63,325.51,238.11,0,0
150_2471,0,0,0,0,0,0,0,0,0,0,0,0,2.4,92331,20153,0.218269054,22807.35,222842,13310,0.059728417,559.82,316.73,235.18,0,0
15_835,0,0,0,0,0,0,0,0,0,0,4,20,2.4,140581,34949,0.248604008,24032.3,331587,23574,0.071094464,580.13,324.78,248.8,0,0
15_669,0,0,0,0,0,0,0,0,0,0,4,20,2.4,24204,4611,0.190505702,21850.35,57143,3018,0.052814868,548.19,315.18,223.29,0,0
15_275,1,0,0,0,1,0,0,0,1,0,5,23,2.3,67023,13780,0.205601062,23100.11,155366,10801,0.069519715,568.39,332.81,239.67,0,0
15_2297,0,0,0,0,0,0,0,0,0,0,0,0,2.5,46486,8684,0.186808932,20857.85,115856,5584,0.048197763,522.79,317.57,216.7,0,0
15_187,1,1,1,1,1,0,0,0,1,0,4,18,2.4,92084,21265,0.230930455,23877.72,216479,18026,0.083269047,579.32,322.06,247.77,0,0
148_4793,0,0,0,0,0,0,0,0,0,1,2,10,2.1,86617,14518,0.167611439,22854.35,183965,19410,0.1055092,576.65,347.75,234.8,0,0
148_2084,1,0,1,1,1,0,0,0,0,0,5,29,2.2,28663,3653,0.127446534,20606.35,62066,2542,0.040956401,545.56,336.32,211.02,0,0
148_2039,1,1,1,0,1,0,0,0,0,1,0,0,2.1,666524,124208,0.186351879,23743.7,1392344,218690,0.15706607,593.18,323.35,234.16,0,0
147_7783,0,0,0,0,1,0,0,0,0,1,0,0,2.4,91773,23354,0.254475717,23992.76,219188,14833,0.0676725,577.06,322.94,248.54,0,0
147_2039,1,1,1,0,1,0,0,0,0,0,4,15,2.1,862009,152444,0.176847342,23143.43,1811030,263271,0.145370866,585.8,317.6,227.69,0,0
1468_8986,0,0,0,0,0,0,0,0,0,1,0,0,2.1,1082820,204530,0.188886426,23792.35,2278529,333281,0.146270247,593.43,327.49,236.96,0,0
1463_8976,0,0,0,0,0,0,0,0,0,1,5,15,2.1,1024156,189207,0.184744316,23667.32,2144886,319816,0.149106293,592.84,325.48,234.72,0,0
1462_8976,0,0,0,0,0,0,0,0,0,1,5,30,2.1,1094669,204352,0.186679261,23678.41,2306312,330484,0.143295443,591.94,326.42,235.77,0,0
146_2069,0,0,0,0,0,0,0,0,0,0,4,21,2.1,58308,7621,0.130702477,20922.65,124278,6513,0.052406701,551.76,337.33,212.4,0,0
146_1939,0,1,1,0,1,0,0,0,0,0,5,40,2.5,23675,4149,0.175248152,19789.18,60117,2460,0.040920206,509.09,301.48,202.4,0,0
1458_8957,0,0,0,0,0,0,0,0,0,1,5,28,2.1,1073094,202589,0.188789612,23789.88,2257368,330592,0.146450202,593.48,327.11,236.82,0,0
145_4741,0,0,1,0,0,0,0,0,0,0,5,20,2.2,68252,11999,0.175804372,22987.59,147149,15565,0.105777137,575.22,347.6,237.15,0,0
144_933,0,0,0,0,0,0,0,0,0,1,0,0,2.1,1032383,191387,0.185383719,23679.15,2164602,320645,0.148131158,592.72,325.69,235.01,0,0
144_4740,0,0,0,0,0,0,0,0,0,0,5,20,2.2,68406,10658,0.155805046,21722.25,149615,11151,0.074531297,560.76,331,223.11,0,0
144_4622,1,0,1,0,1,0,0,0,1,0,5,29,2.2,146249,31810,0.217505761,24617.22,321809,37207,0.11561827,593.31,343.1,252,0,0
143_2354,0,0,0,0,0,0,0,0,0,0,5,20,2.3,193939,39533,0.203842445,23025.64,449198,27948,0.062217552,570.35,321.73,236.71,0,0
143_1912,0,1,1,0,0,0,0,0,0,0,5,25,2.3,102666,20773,0.202335729,22969.74,237678,16951,0.07131918,564.22,332.2,237.6,0,0
1424_8846,0,0,0,0,0,0,0,0,0,0,5,40,2.1,1071338,201926,0.1884802,23785.97,2252230,330579,0.146778526,593.55,327.13,236.72,0,0
142_1905,0,0,1,0,0,0,0,0,0,0,4,25,2.4,96440,20045,0.20784944,22321.56,234203,13916,0.059418539,550.25,318.03,230.46,0,0
1400_8760,0,0,0,0,0,0,0,0,0,1,1,8,2.1,1043303,193937,0.185887513,23670.92,2191396,321233,0.146588293,592.26,325.59,235.05,0,0
140_2279,1,0,0,0,1,0,0,0,0,0,5,23,2.4,147726,32215,0.218072648,23085.85,352125,22441,0.063730209,565.3,321.55,238.71,0,0
14_92,0,0,0,0,0,0,0,0,0,0,4,23,2.1,1037116,193018,0.186110329,23712.87,2172992,324290,0.149236629,593.2,326.96,235.6,0,0
14_2190,0,0,0,0,0,0,0,0,0,0,0,0,2.4,21561,4079,0.189184175,21560.96,52045,2809,0.053972524,535.56,335.18,226.41,0,0
1391_8731,1,1,1,0,0,0,0,0,1,0,4,32,2.1,1077476,203289,0.188671488,23768.71,2268591,329913,0.14542639,593.04,326.92,236.64,0,0
1390_8730,0,0,0,0,0,0,0,0,0,1,1,5,2.1,1072257,200927,0.187386979,23736.77,2254175,328641,0.145792141,592.99,326.67,236.15,0,0
139_914,0,0,0,0,0,0,0,0,0,0,2,19,2.1,1052077,195407,0.185734504,23685.06,2207923,323601,0.146563535,592.77,325.93,235.31,0,0
139_4546,1,1,0,0,1,0,0,0,1,0,5,32,2.1,112948,18639,0.165022842,22893.94,238033,25069,0.10531733,579.38,347.53,234.88,0,0
139_4141,1,1,1,1,1,0,0,0,1,0,5,15,2.5,18748,3203,0.17084489,19895.07,46804,2480,0.052986924,515.55,299.57,203.38,0,0
138_913,0,0,0,0,0,0,0,0,0,0,2,19,2.1,1052077,195407,0.185734504,23685.06,2207923,323601,0.146563535,592.77,325.93,235.31,0,0
137_4545,1,0,1,0,0,0,0,0,1,0,5,27,2.1,135063,22011,0.162968393,22672.61,286221,28322,0.098951509,577.18,343.08,232.83,0,0
1366_8651,0,0,0,0,0,0,0,0,0,1,5,35,2.1,1082212,204401,0.188873345,23790.11,2277268,332231,0.145890163,593.4,327.29,236.9,0,0
136_908,0,0,0,0,1,0,0,0,0,0,4,26,2.1,1018908,188052,0.184562296,23676.13,2130650,318329,0.149404642,593.18,326.36,234.97,0,0
136_4530,0,1,0,0,0,0,0,0,0,0,5,30,2.1,131074,21308,0.162564658,22709.61,276887,27605,0.099697711,578.24,343.63,233.14,0,0
136_2165,0,1,1,0,1,0,0,0,1,0,5,20.5,2.5,54115,11923,0.220327081,22090.68,134990,6296,0.046640492,541.25,308.05,226.59,0,0
136_1963,0,0,0,0,0,0,0,0,0,0,0,0,2.6,52726,11147,0.211413724,20886,137720,5680,0.041243102,514.44,307.57,216.92,0,0
135_4483,0,0,0,0,0,0,0,0,0,0,4,36,2.4,28956,5061,0.174782429,20829.38,69700,3257,0.046728838,530.46,320.29,215.78,0,0
135_4336,0,0,1,0,0,0,0,0,0,0,5,35.5,2.5,35447,7233,0.204051119,21773.03,86981,4217,0.048481852,543.76,307.75,223.41,0,0
135_2081,1,0,0,0,0,0,0,0,0,0,5,25,2.2,288755,61674,0.213585912,24620.68,632901,57044,0.090131,595.86,338.95,251.19,0,0
135_1959,1,0,0,0,0,0,0,0,0,1,0,0,2.2,235010,47773,0.203280711,23845.41,512027,72484,0.141562847,583.7,325.78,237.07,0,0
134_1859,0,1,1,0,1,0,0,0,1,0,4,24,2.5,25451,4639,0.182271816,20038.21,64787,2894,0.044669455,511.3,304.06,205.94,0,0
1338_8503,0,0,0,0,1,0,0,0,0,0,5,40,2.1,1030731,190498,0.184818347,23645.97,2161705,319119,0.147623751,592.28,325.32,234.63,0,0
133_4294,0,0,0,0,0,0,0,0,0,0,4,20,2.5,16046,3381,0.210706718,21479.58,40528,1814,0.044759179,536.81,302.71,221.11,0,0
133_3953,0,0,0,0,0,0,0,0,0,0,4,18,2.2,150146,30585,0.20370173,23864.69,329316,41200,0.125107799,584.61,325.5,238.11,0,0
133_1849,0,1,0,0,1,0,0,0,0,0,4,28,2.3,170436,35615,0.208964069,23431.44,390284,33318,0.085368603,578.25,321.66,241.18,0,0
132_4391,0,1,0,0,0,0,0,0,0,0,4,23,2.1,133102,21583,0.162153837,22616.74,282284,27648,0.097943915,576.49,342.66,232.27,0,0
132_3879,1,0,0,1,1,0,0,0,0,0,5,15,2.5,38933,9357,0.240335962,22728.94,98104,6394,0.065175732,551.23,302.23,233.22,0,0
1313_8398,0,0,0,0,0,0,0,0,0,1,0,0,2.1,1010011,185371,0.183533645,23620.03,2113059,312749,0.148007699,592.41,325.79,234.31,0,0
1312_8383,1,0,1,1,0,0,0,0,0,0,4,28,2.1,989080,177913,0.17987726,23394.37,2074027,301720,0.145475445,589.42,321.89,231.33,0,0
130_4245,0,0,0,0,0,0,0,0,0,0,5,24,2.2,147224,32633,0.221655437,24718.35,325222,38040,0.116966257,593.82,342.73,253.23,0,0
130_2012,0,0,0,0,0,0,0,0,0,0,0,0,2.3,12858,2549,0.198242339,23266.33,29191,2152,0.073721352,571.44,345.52,242.19,0,0
13_85,0,1,1,0,0,0,0,0,0,1,0,0,2.1,1065518,198872,0.186643492,23701.9,2239852,324625,0.144931451,592.55,326.12,235.64,0,0
129_1787,0,1,1,0,1,0,0,0,1,0,4,15,2.3,121185,25461,0.21010026,22940.91,284076,17022,0.059920585,566.67,321.8,236.6,0,0
128_856,1,0,0,1,1,0,0,0,1,0,5,37,2.1,1018193,188463,0.185095557,23681.07,2131974,319720,0.149964305,593,325.76,234.91,0,0
128_3719,0,0,0,0,0,0,0,0,0,0,5,17.5,2.2,151156,30635,0.202671412,23841.13,331176,41106,0.124121313,584.57,325.48,237.83,0,0
128_1911,0,0,0,0,0,0,0,0,0,0,5,22,2.5,10381,1743,0.1679029,19537.14,26162,1058,0.040440333,505.65,310.9,202.6,0,0
1271_8200,1,1,0,1,1,0,1,0,0,0,4,20,2.1,1054437,196870,0.186706271,23694.31,2216986,323966,0.146129024,592.33,326,235.5,0,0
127_847,0,0,0,0,0,0,0,0,0,0,5,35,2.1,1045603,194951,0.186448394,23703.49,2195803,323073,0.147132051,592.73,325.9,235.45,0,0
127_3696,0,0,1,0,1,0,0,0,0,0,5,15,2.2,151521,30684,0.202506583,23850.72,331685,40962,0.123496691,584.72,325.57,237.82,0,0
127_1896,0,0,0,0,0,0,0,0,0,0,5,31,2.4,89692,17988,0.200553004,21571.28,219245,12683,0.057848526,535.82,311.7,222.27,0,0
127_1731,0,0,1,0,0,0,0,0,1,1,0,0,2.1,524964,96598,0.184008808,23295.48,1125265,131779,0.117109303,584.91,325.91,234.06,0,0
126_4261,1,0,0,0,0,0,0,0,0,0,5,24,2.1,129587,21038,0.162346532,22697.11,273741,27220,0.099437059,578.14,343.65,233.04,0,0
126_3585,1,0,0,0,1,0,0,0,0,0,5,24,2.2,139403,28114,0.201674282,23866.06,304168,39496,0.129849294,585.28,325.39,237.5,0,0
126_1995,0,0,0,0,0,0,0,0,0,1,1,3,2.9,18036,4593,0.254657352,20563.12,51964,1896,0.036486799,505.85,280.53,212.37,0,0
126_1833,0,0,0,0,0,0,0,0,0,0,5,23,2.1,211957,42324,0.199682011,23955.73,454661,69197,0.152194712,587.97,326.58,236.73,0,0
126_1731,0,0,1,0,0,0,0,0,1,0,0,0,2.1,721871,130487,0.180762214,23313.27,1529687,194241,0.126980879,586.5,325.52,232.79,0,0
125_840,0,1,1,0,1,0,0,0,0,1,4,26,2.1,1038344,193256,0.186119436,23708.32,2178041,323018,0.148306666,592.99,326.04,235.41,0,0
125_3544,0,0,0,0,0,0,0,0,0,0,5,17,2.2,157915,32295,0.204508755,23797.62,348181,42107,0.120934227,583.07,324.67,237.83,0,0
125_1995,0,0,0,0,0,0,0,0,0,0,5,22,2.9,16232,4221,0.260041893,20721.59,46818,1685,0.035990431,507.53,281.93,214.44,0,0
